STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,DATA_ITEM,Data Item,SECTOR,Sector,TSEST,Adjustment Type,REGION,Region,FREQ,Frequency,TIME_PERIOD,Time Period,OBS_VALUE,Observation Value,UNIT_MEASURE,Unit of Measure,UNIT_MULT,Unit of Multiplier,OBS_STATUS,Observation Status,OBS_COMMENT,Observation Comment
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,4,South Australia,Q,Quarterly,2025-Q4,,4906,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,4,South Australia,Q,Quarterly,2026-Q1,,4977,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2003-Q1,,367,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2003-Q2,,372,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2003-Q3,,379,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2003-Q4,,388,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2004-Q1,,397,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2004-Q2,,404,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2004-Q3,,414,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2004-Q4,,423,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2005-Q1,,434,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2005-Q2,,443,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2005-Q3,,453,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2005-Q4,,462,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2006-Q1,,477,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2006-Q2,,489,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2006-Q3,,503,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2006-Q4,,510,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2007-Q1,,524,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2007-Q2,,534,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2007-Q3,,544,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2007-Q4,,551,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2008-Q1,,564,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2008-Q2,,574,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2008-Q3,,582,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2008-Q4,,593,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2009-Q1,,606,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2009-Q2,,620,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2009-Q3,,629,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2009-Q4,,639,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2010-Q1,,650,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2010-Q2,,659,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2010-Q3,,667,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2010-Q4,,677,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2011-Q1,,690,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2011-Q2,,704,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2011-Q3,,711,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2011-Q4,,717,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2012-Q1,,724,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2012-Q2,,730,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2012-Q3,,733,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2012-Q4,,738,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2013-Q1,,742,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2013-Q2,,745,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2013-Q3,,748,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2013-Q4,,752,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2014-Q1,,757,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2014-Q2,,761,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2014-Q3,,762,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2014-Q4,,769,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2015-Q1,,776,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2015-Q2,,782,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2015-Q3,,783,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2015-Q4,,793,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2016-Q1,,798,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2016-Q2,,810,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2016-Q3,,812,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2016-Q4,,822,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2017-Q1,,834,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2017-Q2,,848,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2017-Q3,,856,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2017-Q4,,864,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2018-Q1,,879,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2018-Q2,,892,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2018-Q3,,906,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2018-Q4,,921,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2019-Q1,,938,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2019-Q2,,955,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2019-Q3,,967,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2019-Q4,,986,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2020-Q1,,1011,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2020-Q2,,1021,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2020-Q3,,1026,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2020-Q4,,1040,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2021-Q1,,1056,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2021-Q2,,1079,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2021-Q3,,1099,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2021-Q4,,1116,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2022-Q1,,1133,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2022-Q2,,1155,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2022-Q3,,1171,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2022-Q4,,1178,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2023-Q1,,1186,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2023-Q2,,1202,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2023-Q3,,1210,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2023-Q4,,1213,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2024-Q1,,1219,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2024-Q2,,1223,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2024-Q3,,1226,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2024-Q4,,1230,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2025-Q1,,1236,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2025-Q2,,1244,,NA,Not Applicable,0,Units,,,,
DATAFLOW,ABS:ANA_SFD(1.0.0),Australian National Accounts - State Final Demand,I,C,Current prices,FCE_RDSH,Final consumption expenditure - Rent and other dwelling services,PHS,Households,20,Seasonally Adjusted,6,Tasmania,Q,Quarterly,2025-Q3,,1253,,NA,Not Applicable,0,Units,,,,
